id,current_department,previous_department,date_yearmonth
emp86,Dept D,Dept D,2022-03-01 00:00:00
emp86,Dept D,Dept D,2022-04-01 00:00:00
emp87,Dept D,Dept D,2021-11-01 00:00:00
emp87,Dept D,Dept D,2021-12-01 00:00:00
emp87,Dept D,Dept D,2022-01-01 00:00:00
emp87,Dept D,Dept D,2022-02-01 00:00:00
emp87,Dept D,Dept D,2022-03-01 00:00:00
emp87,Dept D,Dept D,2022-04-01 00:00:00
emp88,Dept D,Dept D,2021-11-01 00:00:00
emp88,Dept D,Dept D,2021-12-01 00:00:00
emp88,Dept D,Dept D,2022-01-01 00:00:00
emp88,Dept D,Dept D,2022-02-01 00:00:00
emp88,Dept D,Dept D,2022-03-01 00:00:00
emp88,Dept D,Dept D,2022-04-01 00:00:00
emp89,Dept D,Dept D,2021-11-01 00:00:00
emp89,Dept D,Dept D,2021-12-01 00:00:00
emp89,Dept D,Dept D,2022-01-01 00:00:00
emp89,Dept D,Dept D,2022-02-01 00:00:00
emp89,Dept D,Dept D,2022-03-01 00:00:00
emp89,Dept D,Dept D,2022-04-01 00:00:00
emp90,Dept D,Newcomer,2021-12-01 00:00:00
emp90,Left Company,Dept D,2022-01-01 00:00:00
emp91,Dept A,Dept A,2022-01-01 00:00:00
emp91,Dept A,Dept A,2022-02-01 00:00:00
emp91,Dept A,Dept A,2022-03-01 00:00:00
emp91,Dept A,Dept A,2022-04-01 00:00:00
emp91,Dept A,Newcomer,2021-12-01 00:00:00
emp92,Dept B,Dept B,2022-01-01 00:00:00
emp92,Dept B,Dept B,2022-02-01 00:00:00
emp92,Dept B,Dept B,2022-03-01 00:00:00
emp92,Dept B,Dept B,2022-04-01 00:00:00
emp92,Dept B,Newcomer,2021-12-01 00:00:00
emp93,Dept B,Dept B,2022-01-01 00:00:00
emp93,Dept B,Dept B,2022-02-01 00:00:00
emp93,Dept B,Newcomer,2021-12-01 00:00:00
emp93,Left Company,Dept B,2022-03-01 00:00:00
emp94,Dept B,Dept B,2022-03-01 00:00:00
emp94,Dept B,Dept B,2022-04-01 00:00:00
emp94,Dept B,Dept C,2022-02-01 00:00:00
emp94,Dept C,Dept C,2022-01-01 00:00:00
emp94,Dept C,Newcomer,2021-12-01 00:00:00
emp95,Dept B,Dept B,2022-03-01 00:00:00
emp95,Dept B,Dept B,2022-04-01 00:00:00
emp95,Dept B,Dept C,2022-02-01 00:00:00
emp95,Dept C,Dept C,2022-01-01 00:00:00
emp95,Dept C,Newcomer,2021-12-01 00:00:00
emp96,Dept D,Dept D,2022-01-01 00:00:00
emp96,Dept D,Dept D,2022-02-01 00:00:00
emp96,Dept D,Dept D,2022-03-01 00:00:00
emp96,Dept D,Dept D,2022-04-01 00:00:00
emp96,Dept D,Newcomer,2021-12-01 00:00:00
emp97,Dept D,Dept D,2022-01-01 00:00:00
emp97,Dept D,Newcomer,2021-12-01 00:00:00
emp97,Left Company,Dept D,2022-02-01 00:00:00
emp98,Dept D,Dept D,2022-01-01 00:00:00
emp98,Dept D,Newcomer,2021-12-01 00:00:00
emp98,Left Company,Dept D,2022-02-01 00:00:00
emp99,Dept D,Dept D,2022-01-01 00:00:00
emp99,Dept D,Newcomer,2021-12-01 00:00:00
emp99,Left Company,Dept D,2022-02-01 00:00:00
